# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
169            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15366921e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
170            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15366503e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
171            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15366102e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
172            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15365714e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
173            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15365331e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
174            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15364970e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
175            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15364606e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
176            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15364253e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
177            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15363918e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
178            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15363581e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
179            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15363253e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
180            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15362938e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
181            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15362605e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
182            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15362308e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
183            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15361981e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
184            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15361671e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
185            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15361378e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
186            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15361077e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
187            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15360785e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
188            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15360494e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
189            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15360199e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
190            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15359921e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
191            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15359628e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
192            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15359353e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
193            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15359069e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
194            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15358806e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
195            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15358525e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
196            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15358271e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
197            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15357982e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
198            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15357747e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
199            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15357461e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
200            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15357207e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
201            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15356955e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
202            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15356708e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
203            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15356459e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
204            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15356221e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
205            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15355967e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
206            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15355742e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
207            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15355494e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
208            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15355266e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
209            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15355033e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
210            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15354815e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
211            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15354581e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
212            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15354378e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
213            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15354133e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
214            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15353943e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
215            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15353701e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
216            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15353493e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
217            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15353286e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
218            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15353084e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
219            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15352880e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
220            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15352687e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
221            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15352481e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
222            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15352299e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
223            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15352093e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
224            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15351909e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
225            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15351719e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
226            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15351540e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
227            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15351347e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
228            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15351185e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
229            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350983e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
230            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350834e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
231            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350636e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
232            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350470e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
233            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350305e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
234            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15350143e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
235            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349979e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
236            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349826e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
237            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349655e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
238            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349510e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
239            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349342e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
240            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349192e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
241            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15349038e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
242            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348898e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
243            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348742e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
244            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348616e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
245            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348450e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
246            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348337e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
247            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348172e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
248            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15348040e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
249            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347907e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
250            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347776e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
251            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347642e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
252            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347520e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
253            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347381e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
254            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347267e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
255            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347130e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
256            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15347012e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
257            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346889e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
258            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346779e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
259            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346651e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
260            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346553e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
261            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346414e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
262            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346328e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
263            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346188e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
264            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15346082e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
265            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345975e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
266            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345872e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
267            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345765e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
268            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345670e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
269            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345558e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
270            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345470e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
271            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345357e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
272            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345264e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
273            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345165e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
274            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15345078e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
275            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344973e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
276            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344898e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
277            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344781e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
278            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344717e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
279            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344603e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
280            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344522e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
281            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344439e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
282            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344357e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
283            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344273e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
284            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344199e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
285            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344107e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
286            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15344040e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
287            	U              	0.00000000e+00	(4.85708350e-04 0.00000000e+00 5.00000000e-02)	7.15343949e+01	(-5.98615221e-04 2.46540178e-05 5.00000000e-02)
