# Residuals    
# Time         	p              	Ux             	Uy             
0.0391         	4.12378890e-03	1.38599490e-04	4.78440580e-04
0.0392         	3.72208300e-03	1.42100790e-04	4.64262270e-04
0.0393         	3.76061180e-03	1.42364020e-04	4.62473240e-04
0.0394         	3.67886800e-03	1.42462260e-04	4.61054880e-04
0.0395         	3.86054450e-03	1.40915780e-04	4.62566450e-04
0.0396         	3.63440330e-03	1.41006930e-04	4.59410190e-04
0.0397         	3.51783980e-03	1.44426150e-04	4.55128460e-04
0.0398         	3.67801700e-03	1.45504150e-04	4.54016260e-04
0.0399         	3.22662110e-03	1.45598360e-04	4.53388250e-04
0.04           	3.27542440e-03	1.46998750e-04	4.53129730e-04
0.0401         	3.50882160e-03	1.48697430e-04	4.53952610e-04
0.0402         	3.45135540e-03	1.50797920e-04	4.56450040e-04
0.0403         	3.11634000e-03	1.61548060e-04	4.80659300e-04
0.0404         	3.10833410e-03	1.56202650e-04	4.66986500e-04
0.0405         	3.15885840e-03	1.48436870e-04	4.52477290e-04
0.0406         	3.52752330e-03	1.47429180e-04	4.50933070e-04
0.0407         	3.37990910e-03	1.45407750e-04	4.48249580e-04
0.0408         	3.55809100e-03	1.48222590e-04	4.52212150e-04
0.0409         	3.45571430e-03	1.45473400e-04	4.48667650e-04
0.041          	3.65657830e-03	1.49104270e-04	4.53577320e-04
0.0411         	3.65258200e-03	1.46506330e-04	4.50167780e-04
0.0412         	3.07690480e-03	1.50225480e-04	4.56777440e-04
0.0413         	3.12744700e-03	1.53532610e-04	4.65113770e-04
0.0414         	2.95368070e-03	1.57510680e-04	4.76052700e-04
0.0415         	3.00777480e-03	1.61778050e-04	4.88020980e-04
0.0416         	2.96555780e-03	1.51000770e-04	4.58695330e-04
0.0417         	3.18461330e-03	1.54972120e-04	4.69437560e-04
0.0418         	2.87431490e-03	1.58218540e-04	4.77704310e-04
0.0419         	2.89268840e-03	1.60085630e-04	4.83072030e-04
0.042          	3.05692580e-03	1.55075220e-04	4.71614670e-04
0.0421         	3.13776870e-03	1.54470470e-04	4.70629680e-04
0.0422         	3.04399050e-03	1.55922460e-04	4.74910200e-04
